id,dc_num,cc_num,work_employed,work_onleave,work_temp_unemployed,work_looking,work_retired,work_disabled,work_other,work_occupation,work_self,inc_wage,inc_retempl,inc_self,inc_ss,inc_intdiv,inc_rent,inc_gov,inc_alimony,inc_child,inc_retsav,inc_wage_freq,inc_retempl_freq,inc_self_freq,inc_ss_freq,inc_intdiv_freq,inc_rent_freq,inc_gov_freq,inc_alimony_freq,inc_child_freq,inc_retsav_freq,paypref_b1,paypref_b2,paypref_nb1,paypref_nb2,paypref_lt10,paypref_10to25,paypref_25to50,paypref_50to100,paypref_100plus,paypref_web,cc_type_1,cc_type_2,cc_type_3,cc_type_4,cc_type_5,cc_rewards_1,cc_rewards_2,cc_rewards_3,cc_rewards_4,cc_rewards_5,cc_hasbal_1,cc_hasbal_2,cc_hasbal_3,cc_hasbal_4,cc_hasbal_5,cc_chip_1,cc_chip_2,cc_chip_3,cc_chip_4,cc_chip_5,dc_logo_1,dc_logo_2,dc_logo_3,dc_logo_4,dc_logo_5,dc_rewards_1,dc_rewards_2,dc_rewards_3,dc_rewards_4,dc_rewards_5,dc_acct_1,dc_acct_2,dc_acct_3,dc_acct_4,dc_acct_5,shops_online,last_income_date,paypref_b1_why,paypref_b2_why,paypref_nb1_why,paypref_nb2_why,paypref_web_why,e_exp_csh,e_exp_chk,e_exp_od,e_exp_cc,e_exp_heloc,e_exp_sav,e_exp_payday,e_exp_fam,e_exp_cover,e_exp_pawn,e_exp_csh_saved,e_exp_chk_saved,e_exp_sav_saved,e_exp_prepaid_saved,e_exp_tot_saved,e_exp_prepaid,interest_level,memory_lpd,memory_checkbook,memory_receipts,memory_finrec,memory_memory,memory_oth,next_income_date,scpc_date,gender,dateofbirth_year,age,marital_status,highest_education,hispaniclatino,hispaniclatino_group,race_white,race_black,race_asian,race_other,hh_size,income_hh,homeowner,home_value,home_debt,other_assets,other_debts,ind_weight,census_division
101447,1,0,0,0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,4,13,4,4,4,4,4,4,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-08,5,13,5,3,1,0,800,0,0,0,1200,0,0,2000,0,0,492,1200,0,1692,0,2,0,1,1,0,0,0,NA,2019-09-19,1,1955,63,1,10,0,NA,0,0,0,1,2,66000,1,35000,0,25000,5000,0.5341805219650269,8
103172,1,NA,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,4,1,1,1,1,10,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-18,5,5,1,1,4,0,500,0,0,0,0,0,0,500,0,0,0,0,0,0,0,1,0,1,0,1,1,0,2019-11-01,2019-10-25,1,1967,52,1,9,0,NA,0,0,0,1,3,60000,0,NA,NA,60000,30000,4.0001912117004395,8
105053,0,1,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,7,2,3,1,3,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-09-30,5,5,14,1,12,0,0,0,0,0,2000,0,0,2000,0,1000,2000,5000,0,8000,0,1,0,0,1,0,0,0,2019-10-23,2019-09-19,0,1955,63,1,10,0,NA,1,0,0,0,2,70000,1,200000,0,30000,3000,0.24997222423553467,2
100559,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,1,1,1,1,4,4,3,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-26,10,15,5,5,12,0,0,0,0,0,2000,0,0,2000,0,0,2443,8616,0,11059,0,2,0,0,1,1,1,0,2019-10-10,2019-09-19,1,1968,51,1,9,0,NA,1,0,0,0,4,62000,1,65000,26000,25000,25000,1.4956228733062744,2
103057,1,1,0,1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,6,3,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-25,5,5,13,5,11,0,2000,0,0,0,0,0,0,2000,0,0,2000,0,0,2000,0,NA,0,0,0,0,1,0,2019-11-08,2019-09-23,0,1987,32,1,11,0,NA,1,0,0,0,4,75000,0,NA,NA,80000,65000,0.7564781904220581,5
104903,1,0,0,0,0,0,1,1,0,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,1,1,1,4,4,10,8,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-01,13,13,3,1,12,0,200,0,0,0,0,0,0,200,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2019-12-02,2019-09-19,1,1963,56,1,10,0,NA,1,0,0,0,3,65000,1,250000,0,100000,20000,0.40444114804267883,2
103063,NA,1,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6,3,10,3,1,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-25,5,12,7,5,10,0,500,0,0,0,1500,0,0,2000,0,0,0,9250,0,9250,0,3,1,0,0,1,0,0,2019-10-28,2019-09-19,0,1963,56,1,16,0,NA,1,0,0,0,2,42000,1,65000,36000,70000,12000,0.3653354346752167,3
104784,1,NA,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-07,15,5,5,1,4,0,0,0,0,0,0,500,0,500,0,0,0,0,0,0,0,2,0,0,1,1,1,0,2019-11-05,2019-09-24,0,1979,40,3,11,0,NA,1,0,0,0,5,55000,0,NA,NA,20000,70000,0.5451700091362,3
102067,1,NA,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,1,1,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-30,1,5,5,1,14,0,1000,0,0,0,0,0,1000,2000,0,0,3000,0,0,3000,0,2,0,1,1,1,0,0,2019-10-31,2019-09-19,1,1996,23,6,10,1,1,1,0,0,0,4,15000,0,NA,NA,10000,0,3.5146994590759277,9
105308,0,NA,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2,4,4,1,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-10-16,10,5,5,5,NA,NA,2000,0,0,0,0,0,0,2000,NA,0,15000,0,0,15000,0,1,0,0,1,0,0,0,2019-11-20,2019-09-18,1,1944,75,1,9,0,NA,1,0,0,0,2,36000,1,30000,6000,140000,0,0.5290988087654114,9
105055,NA,NA,0,0,1,0,0,0,0,NA,NA,0,0,0,0,NA,0,1,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,1,4,1,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-30,5,1,5,5,4,NA,NA,0,0,0,NA,0,0,500,0,0,0,0,0,0,500,3,0,0,1,0,0,0,2019-10-14,2019-09-19,1,1971,47,1,9,1,1,1,0,0,0,3,40,0,NA,NA,0,10000,0.7387151718139648,7
104727,1,2,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,7,3,3,3,3,3,3,3,2,1,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-27,5,5,16,11,11,0,1000,0,0,0,1000,0,0,2000,0,0,6000,3000,200,9200,0,1,0,0,1,1,0,0,2019-10-25,2019-09-19,1,1982,36,1,10,1,1,1,0,0,0,2,60000,1,54000,0,40000,15000,0.24998967349529266,7
100767,2,2,0,0,0,0,0,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7,4,4,1,3,3,3,3,3,3,4,4,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,3,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-16,15,15,16,3,12,0,0,0,400,0,0,0,0,400,0,53,797,200,0,1050,0,1,0,0,1,1,0,0,2019-11-20,2019-09-20,1,1959,59,1,11,1,5,1,0,0,0,NA,40000,1,50000,0,20000,20000,0.24998739361763,7
101081,1,2,0,0,1,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,2,4,4,4,3,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,0,2019-09-24,5,5,5,5,NA,1000,0,0,1000,0,0,0,0,2000,0,1000,0,0,0,1000,0,1,0,1,1,0,0,0,2019-10-22,2019-09-21,0,1961,57,1,9,1,1,1,0,0,0,6,50000,1,10000,0,0,1200,0.6980687975883484,7
102695,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,2,NA,NA,NA,4,NA,NA,NA,NA,NA,6,4,4,1,4,4,4,4,4,10,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-10-03,13,5,5,5,12,200,200,0,200,0,1400,0,0,2000,0,200,200,1400,0,1800,0,1,0,1,0,0,0,0,2019-10-25,2019-09-19,0,1987,32,1,12,0,NA,1,0,0,0,4,65000,1,110000,25000,50000,12500,0.24999025464057922,3
100291,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,1,4,4,4,4,4,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-20,5,5,5,14,4,0,0,0,0,0,2000,0,0,2000,0,0,500,3000,0,3500,0,1,0,0,1,1,1,0,2019-10-17,2019-09-22,0,1992,27,1,10,0,NA,1,0,0,0,2,65000,1,175000,170000,0,30000,0.24998022615909576,3
100076,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,1,1,4,4,4,4,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-25,5,5,5,5,4,0,400,NA,NA,NA,550,NA,NA,950,NA,0,400,550,0,950,NA,1,0,0,0,0,1,0,2019-11-08,2019-09-18,0,1958,61,5,9,0,NA,1,0,0,0,2,43200,1,100000,34000,25000,36000,0.24998442828655243,3
104213,NA,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,3,1,1,3,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-09,5,5,5,5,4,0,1000,0,0,0,1000,0,0,2000,0,0,0,0,0,0,0,2,0,0,1,1,0,0,2019-10-23,2019-09-24,1,1953,66,1,14,0,NA,1,0,0,0,2,85000,0,NA,NA,5000,0,0.24996384978294373,5
104890,0,1,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,7,2,3,1,1,1,4,3,3,3,2,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-09-18,5,3,5,14,12,0,0,0,0,0,2000,0,NA,2000,0,800,15202,8750,0,24752,0,5,0,0,1,0,0,0,2019-12-18,2019-09-19,1,1943,75,4,10,0,NA,1,0,0,0,1,24000,1,189000,0,90000,0,0.5243931412696838,3
102427,NA,2,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,4,NA,NA,NA,NA,NA,7,2,3,1,3,1,1,1,3,3,3,1,2,NA,NA,NA,0,1,NA,NA,NA,1,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-25,10,13,5,12,12,NA,NA,NA,NA,NA,2000,NA,NA,2000,NA,0,500,9000,0,9500,NA,1,0,1,1,1,0,0,2019-10-23,2019-09-18,1,1952,67,1,14,0,NA,1,0,0,0,2,80000,1,140000,0,30000,2000,0.32755470275878906,3
101909,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,1,4,4,3,5,1,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-25,15,15,5,5,12,0,0,0,0,0,2000,0,0,2000,0,500,3500,6000,0,10000,0,3,0,0,1,0,0,0,2019-11-08,2019-10-07,1,1965,54,1,10,0,NA,1,0,0,0,3,88000,1,275000,110000,20000,120000,0.7413244247436523,3
104460,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,NA,NA,NA,NA,NA,4,NA,4,NA,6,4,4,1,1,4,4,4,4,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-23,1,5,5,14,1,0,0,0,500,0,0,0,0,500,0,0,0,0,0,0,0,2,0,1,1,1,0,0,2019-11-01,2019-10-22,0,1977,42,6,9,0,NA,1,0,0,0,6,30000,0,NA,NA,5000,3000,0.24999013543128967,4
101852,1,NA,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,4,NA,13,2,11,13,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2019-10-15,13,15,14,12,NA,0,2000,0,0,0,0,0,0,2000,0,0,20000,0,0,20000,0,1,0,1,0,0,0,0,2019-11-01,2019-09-18,1,1987,32,6,13,0,NA,0,1,0,0,3,60000,1,22000,0,100000,30000,1.3747798204421997,8
103369,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,3,1,1,3,3,3,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-09-27,5,12,13,5,11,0,0,0,0,0,2000,0,0,2000,0,0,0,2000,0,2000,0,2,0,1,1,1,1,0,2019-10-11,2019-10-04,1,1965,54,1,13,0,NA,1,0,0,0,1,165000,1,300000,140000,15000,12000,0.5318732261657715,5
102051,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,4,3,3,3,3,3,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-17,5,5,5,5,12,0,2000,0,0,0,0,0,0,2000,0,0,7000,0,0,7000,0,1,0,1,1,1,0,0,2019-10-31,2019-09-27,1,1956,63,6,12,0,NA,1,0,0,0,1,41000,0,NA,NA,75000,20000,0.6245611310005188,2
101412,1,NA,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,4,1,1,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-11,5,13,5,5,4,0,0,0,0,0,0,0,100,100,0,0,0,25,0,25,0,1,0,0,0,0,1,0,NA,2019-09-27,0,1982,37,4,13,0,NA,1,0,0,0,4,20000,0,NA,NA,16000,3000,0.44074711203575134,5
104880,1,NA,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,2,1,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-10-18,5,10,5,9,4,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2019-11-15,2019-09-19,0,1963,56,6,14,0,NA,0,1,0,0,1,49400,1,125000,60000,15000,70000,1.6034892797470093,5
103310,1,1,0,0,0,0,1,0,0,NA,NA,0,0,0,1,1,0,0,0,0,1,NA,NA,NA,4,6,NA,NA,NA,NA,4,2,1,1,3,1,1,1,3,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0,2019-09-27,10,10,16,9,NA,2000,0,0,0,0,0,0,0,2000,0,9000,4634,98034,387,112055,0,1,0,1,0,1,0,0,2019-10-28,2019-09-22,1,1942,76,1,11,0,NA,1,0,0,0,2,58000,1,175000,0,400000,150,0.7786624431610107,5
100131,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,1,4,4,4,4,4,4,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-09-20,10,10,5,1,8,0,100,0,1900,0,0,0,0,2000,0,0,0,0,0,0,0,5,0,0,0,1,1,0,2019-10-18,2019-09-20,0,1963,55,1,10,0,NA,1,0,0,0,3,65000,1,120000,116000,35000,6000,0.9590021371841431,5
101140,0,2,0,0,0,0,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,1,NA,4,NA,4,NA,NA,NA,NA,NA,4,3,1,2,3,1,1,3,3,7,3,1,1,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-11,5,5,1,5,12,0,2000,0,0,0,0,0,0,2000,0,389,7089,21153,188,28819,0,2,1,0,1,0,0,0,2019-11-04,2019-09-19,1,1952,67,5,9,0,NA,1,0,0,0,1,55000,1,100000,0,0,0,0.4607299566268921,3
103667,NA,0,0,0,0,0,1,0,0,NA,NA,0,0,0,1,0,1,0,0,0,1,NA,NA,NA,4,NA,6,NA,NA,NA,6,2,3,1,2,1,2,1,1,2,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-09,5,5,5,5,8,0,2000,0,0,0,0,0,0,2000,0,0,20000,0,0,20000,0,1,1,1,0,1,0,0,2019-11-01,2019-09-19,1,1942,77,1,10,0,NA,1,0,0,0,2,60000,1,80000,0,600000,0,0.24997428059577942,3
102215,1,1,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,6,7,4,3,1,4,4,4,4,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-09-27,5,5,3,1,1,2000,0,0,0,0,0,0,0,2000,0,3000,5000,2000,0,10000,0,1,0,1,1,0,0,0,2019-10-02,2019-09-19,0,1976,43,1,12,0,NA,1,0,0,0,5,75000,1,220000,0,0,7000,0.6511202454566956,7
101142,1,1,0,0,0,1,1,0,0,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,4,NA,4,NA,NA,NA,NA,NA,NA,7,3,3,4,1,3,3,3,3,3,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-03,3,13,14,9,12,0,0,0,0,0,200,0,0,300,100,0,0,0,0,0,0,2,0,1,0,0,0,0,2019-10-25,2019-10-18,0,1951,68,6,12,0,NA,1,0,0,0,1,32000,1,90000,60000,15000,13000,0.2499871551990509,5
103419,NA,NA,0,0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,1,1,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,14,15,2,13,1000,0,0,0,0,0,0,0,1000,0,200,0,0,0,200,0,2,0,1,0,0,0,0,NA,2019-10-10,0,1987,32,1,9,1,1,1,0,0,0,4,62000,0,NA,NA,0,500,0.5642575025558472,7
104912,1,0,0,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,4,2,4,4,4,4,4,4,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-03-16,5,5,5,9,3,0,0,0,0,0,0,0,2000,2000,0,0,0,0,0,0,0,2,0,0,1,1,0,0,NA,2019-09-19,0,1961,58,1,13,0,NA,1,0,0,0,3,18800,1,90000,0,100000,12300,0.24997994303703308,7
103137,0,1,0,0,0,0,1,0,1,NA,NA,0,1,1,1,0,0,0,0,0,0,NA,4,9,4,NA,NA,NA,NA,NA,NA,2,6,3,4,1,3,3,3,3,3,6,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-10-23,5,13,1,1,1,1000,1000,0,0,0,0,0,0,2000,0,9000,12500,0,0,21500,0,2,0,0,1,1,0,0,2019-11-27,2019-09-19,1,1940,79,1,13,0,NA,1,0,0,0,2,225000,1,495000,200000,50000,0,0.6732008457183838,5
101185,1,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,4,NA,NA,NA,NA,4,NA,NA,NA,NA,4,3,1,13,1,4,4,4,3,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2019-10-01,3,7,7,3,6,0,0,0,0,0,2000,0,0,2000,0,0,1922,7456,0,9378,0,1,1,0,0,0,0,0,2019-10-31,2019-09-24,0,1995,24,6,12,0,NA,1,1,0,0,NA,65000,0,NA,NA,20300,2000,3.9999892711639404,5
100672,2,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,1,1,4,4,4,3,10,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,2,NA,NA,NA,1,2019-10-11,5,5,5,1,4,200,0,0,0,0,1300,0,0,1500,0,200,0,1625,0,1825,0,2,0,1,1,1,1,0,2019-10-25,2019-09-20,0,1970,49,4,11,0,NA,1,0,0,0,2,110000,1,120000,94000,30000,50000,0.5670038461685181,5
105054,0,2,0,0,0,0,1,0,0,NA,NA,0,1,0,1,1,0,0,0,0,1,NA,4,NA,4,9,NA,NA,NA,NA,4,3,6,3,1,1,3,3,3,3,3,2,6,NA,NA,NA,1,1,NA,NA,NA,0,0,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2019-10-01,12,5,13,5,11,0,2000,0,0,0,0,0,0,2000,0,3000,26000,0,0,29000,0,2,0,1,0,1,1,0,2019-10-16,2019-09-19,1,1951,67,1,13,0,NA,1,0,0,0,2,150000,1,400000,0,50000,0,0.4727229177951813,2
